Treatment,AGB11,AGB14,Dyr,X,Y
2_concessionary_logging,185.902236938477,218.200637817383,10.7661336263021,217928.659349372,9753570.02532787
2_concessionary_logging,203.795318603516,226.331878662109,7.51218668619792,218028.659349372,9753570.02532787
2_concessionary_logging,148.215103149414,192.351821899414,14.7122395833333,218128.659349372,9753570.02532787
2_concessionary_logging,154.123199462891,206.134750366211,17.3371836344401,218228.659349372,9753570.02532787
2_concessionary_logging,103.689956665039,154.093460083008,16.8011678059896,218328.659349372,9753570.02532787
1_old_growth,21.7561206817627,19.7537364959717,-0.667461395263672,220028.659349372,9753570.02532787
1_old_growth,32.4679183959961,36.0777397155762,1.20327377319336,220128.659349372,9753570.02532787
1_old_growth,41.2500839233398,29.6840400695801,-3.85534795125325,220228.659349372,9753570.02532787
1_old_growth,158.887542724609,175.751235961914,5.62123107910156,220328.659349372,9753570.02532787
1_old_growth,123.437019348145,166.502731323242,14.3552373250326,220428.659349372,9753570.02532787
1_old_growth,155.113021850586,198.104736328125,14.330571492513,220528.659349372,9753570.02532787
1_old_growth,198.288223266602,217.822158813477,6.51131184895833,220628.659349372,9753570.02532787
1_old_growth,210.861328125,243.725921630859,10.9548645019531,220728.659349372,9753570.02532787
1_old_growth,152.229431152344,194.809066772461,14.1932118733724,220828.659349372,9753570.02532787
1_old_growth,138.634735107422,173.313095092773,11.5594533284505,220928.659349372,9753570.02532787
1_old_growth,154.216888427734,179.610397338867,8.4645029703776,221028.659349372,9753570.02532787
1_old_growth,145.232269287109,156.528182983398,3.76530456542969,222928.659349372,9753570.02532787
1_old_growth,136.162002563477,165.879745483398,9.90591430664062,223028.659349372,9753570.02532787
1_old_growth,179.73664855957,198.017517089844,6.09362284342448,223128.659349372,9753570.02532787
1_old_growth,156.631912231445,179.723037719727,7.69704182942708,223228.659349372,9753570.02532787
1_old_growth,160.035980224609,197.127197265625,12.3637390136719,223328.659349372,9753570.02532787
1_old_growth,154.662490844727,150.786346435547,-1.29204813639323,223428.659349372,9753570.02532787
1_old_growth,157.359680175781,175.518539428711,6.0529530843099,223528.659349372,9753570.02532787
1_old_growth,133.445373535156,170.513534545898,12.3560536702474,223628.659349372,9753570.02532787
1_old_growth,189.951065063477,181.280883789062,-2.89006042480469,223728.659349372,9753570.02532787
1_old_growth,175.089874267578,173.241271972656,-0.616200764973958,223828.659349372,9753570.02532787
1_old_growth,121.422561645508,140.93391418457,6.5037841796875,223928.659349372,9753570.02532787
1_old_growth,147.024871826172,139.6015625,-2.47443644205729,224028.659349372,9753570.02532787
1_old_growth,171.241287231445,186.282272338867,5.01366170247396,224128.659349372,9753570.02532787
1_old_growth,171.703262329102,220.534088134766,16.2769419352214,224228.659349372,9753570.02532787
1_old_growth,156.543304443359,165.277236938477,2.91131083170573,224328.659349372,9753570.02532787
1_old_growth,182.650131225586,211.223175048828,9.52434794108073,224428.659349372,9753570.02532787
1_old_growth,174.742965698242,167.238296508789,-2.50155639648438,224528.659349372,9753570.02532787
1_old_growth,226.152404785156,261.495422363281,11.781005859375,224628.659349372,9753570.02532787
1_old_growth,219.485794067383,226.561553955078,2.35858662923177,224728.659349372,9753570.02532787
1_old_growth,176.315139770508,187.692199707031,3.79235331217448,224828.659349372,9753570.02532787
1_old_growth,176.710815429688,106.666053771973,-23.3482538859049,224928.659349372,9753570.02532787
1_old_growth,209.322021484375,120.489311218262,-29.6109034220378,225028.659349372,9753570.02532787
1_old_growth,174.84033203125,214.030822753906,13.0634969075521,225128.659349372,9753570.02532787
1_old_growth,226.717269897461,279.298583984375,17.527104695638,225228.659349372,9753570.02532787
3_illegal_logging,187.855697631836,234.319122314453,15.4878082275391,225328.659349372,9753570.02532787
1_old_growth,221.517395019531,276.797210693359,18.4266052246094,225428.659349372,9753570.02532787
1_old_growth,201.435272216797,248.146469116211,15.5703989664714,225528.659349372,9753570.02532787
1_old_growth,216.711868286133,262.426208496094,15.2381134033203,225628.659349372,9753570.02532787
1_old_growth,203.671295166016,123.179092407227,-26.8307342529297,225728.659349372,9753570.02532787
1_old_growth,253.545669555664,135.037261962891,-39.5028025309245,225828.659349372,9753570.02532787
1_old_growth,250.880386352539,191.327407836914,-19.8509928385417,225928.659349372,9753570.02532787
1_old_growth,206.163375854492,141.822616577148,-21.4469197591146,226028.659349372,9753570.02532787
1_old_growth,277.528472900391,240.298690795898,-12.4099273681641,226128.659349372,9753570.02532787
1_old_growth,213.370391845703,222.683959960938,3.10452270507812,226228.659349372,9753570.02532787
1_old_growth,255.212799072266,178.124069213867,-25.6962432861328,226328.659349372,9753570.02532787
1_old_growth,187.527160644531,212.597640991211,8.35682678222656,226428.659349372,9753570.02532787
1_old_growth,155.403549194336,195.868316650391,13.4882558186849,226528.659349372,9753570.02532787
3_illegal_logging,197.219314575195,235.631256103516,12.8039805094401,226628.659349372,9753570.02532787
3_illegal_logging,179.882736206055,147.159561157227,-10.907725016276,226728.659349372,9753570.02532787
1_old_growth,262.135620117188,215.656021118164,-15.4931996663411,226828.659349372,9753570.02532787
1_old_growth,212.291809082031,169.101531982422,-14.3967590332031,226928.659349372,9753570.02532787
1_old_growth,181.730484008789,211.587341308594,9.95228576660156,227028.659349372,9753570.02532787
3_illegal_logging,224.582305908203,139.816467285156,-28.2552795410156,227128.659349372,9753570.02532787
3_illegal_logging,186.658325195312,153.857620239258,-10.9335683186849,227228.659349372,9753570.02532787
3_illegal_logging,204.793487548828,86.2115707397461,-39.5273056030273,227328.659349372,9753570.02532787
3_illegal_logging,154.042938232422,156.285934448242,0.747665405273438,227428.659349372,9753570.02532787
3_illegal_logging,148.282348632812,169.664016723633,7.1272226969401,227528.659349372,9753570.02532787
3_illegal_logging,227.669235229492,214.709365844727,-4.31995646158854,227628.659349372,9753570.02532787
3_illegal_logging,270.904907226562,145.069473266602,-41.9451446533203,227728.659349372,9753570.02532787
1_old_growth,196.904907226562,139.095397949219,-19.2698364257812,227828.659349372,9753570.02532787
1_old_growth,249.723754882812,191.080642700195,-19.5477040608724,227928.659349372,9753570.02532787
3_illegal_logging,213.710968017578,125.7626953125,-29.3160909016927,228028.659349372,9753570.02532787
3_illegal_logging,261.1484375,123.038635253906,-46.0366007486979,228128.659349372,9753570.02532787
3_illegal_logging,192.63166809082,220.063125610352,9.14381917317708,228228.659349372,9753570.02532787
3_illegal_logging,264.940277099609,218.215270996094,-15.5750020345052,228328.659349372,9753570.02532787
3_illegal_logging,264.775085449219,208.865127563477,-18.6366526285807,228428.659349372,9753570.02532787
3_illegal_logging,249.024642944336,177.382141113281,-23.8808339436849,228528.659349372,9753570.02532787
3_illegal_logging,237.813049316406,263.270446777344,8.48579915364583,228628.659349372,9753570.02532787
3_illegal_logging,175.908813476562,186.085235595703,3.39214070638021,228728.659349372,9753570.02532787
1_old_growth,290.95654296875,305.770935058594,4.93813069661458,228828.659349372,9753570.02532787
3_illegal_logging,293.271514892578,131.03515625,-54.0787862141927,228928.659349372,9753570.02532787
1_old_growth,233.286529541016,194.726913452148,-12.8532053629557,229028.659349372,9753570.02532787
3_illegal_logging,242.285110473633,184.210571289062,-19.3581797281901,229128.659349372,9753570.02532787
1_old_growth,209.979278564453,214.158294677734,1.39300537109375,229228.659349372,9753570.02532787
1_old_growth,246.808624267578,104.907920837402,-47.3002344767253,229328.659349372,9753570.02532787
1_old_growth,218.472595214844,204.838302612305,-4.54476420084635,229428.659349372,9753570.02532787
1_old_growth,220.319686889648,208.358978271484,-3.98690287272135,229528.659349372,9753570.02532787
3_illegal_logging,195.942245483398,162.659805297852,-11.0941467285156,229628.659349372,9753570.02532787
3_illegal_logging,210.712265014648,210.981018066406,0.089584350585938,229728.659349372,9753570.02532787
3_illegal_logging,144.632705688477,153.803756713867,3.05701700846354,229828.659349372,9753570.02532787
3_illegal_logging,207.091171264648,169.958312988281,-12.3776194254557,229928.659349372,9753570.02532787
1_old_growth,165.33039855957,150.106292724609,-5.07470194498698,230028.659349372,9753570.02532787
3_illegal_logging,240.112365722656,202.574752807617,-12.5125376383464,230128.659349372,9753570.02532787
3_illegal_logging,199.917831420898,198.734466552734,-0.394454956054688,230228.659349372,9753570.02532787
3_illegal_logging,171.082962036133,199.542007446289,9.48634847005208,230328.659349372,9753570.02532787
1_old_growth,235.155395507812,256.011962890625,6.95218912760417,230428.659349372,9753570.02532787
1_old_growth,231.019729614258,211.562622070312,-6.48570251464844,230528.659349372,9753570.02532787
3_illegal_logging,172.420852661133,210.185592651367,12.5882466634115,230628.659349372,9753570.02532787
3_illegal_logging,181.512924194336,220.686111450195,13.0577290852865,230728.659349372,9753570.02532787
1_old_growth,142.185775756836,162.243637084961,6.68595377604167,230828.659349372,9753570.02532787
1_old_growth,124.439575195312,153.611770629883,9.72406514485677,230928.659349372,9753570.02532787
1_old_growth,158.236907958984,174.95002746582,5.57103983561198,231028.659349372,9753570.02532787
1_old_growth,137.557571411133,125.921165466309,-3.87880198160807,231128.659349372,9753570.02532787
3_illegal_logging,172.653915405273,169.263442993164,-1.13015747070312,231228.659349372,9753570.02532787
3_illegal_logging,135.34211730957,156.128326416016,6.9287363688151,231328.659349372,9753570.02532787
3_illegal_logging,158.846969604492,181.434921264648,7.52931722005208,231428.659349372,9753570.02532787
3_illegal_logging,279.662628173828,254.121826171875,-8.51360066731771,231528.659349372,9753570.02532787
3_illegal_logging,289.082244873047,210.361053466797,-26.2403971354167,231628.659349372,9753570.02532787
1_old_growth,182.554214477539,135.804565429688,-15.5832163492839,231728.659349372,9753570.02532787
1_old_growth,229.477233886719,131.821258544922,-32.551991780599,231828.659349372,9753570.02532787
1_old_growth,258.644012451172,135.682037353516,-40.9873250325521,231928.659349372,9753570.02532787
1_old_growth,258.422668457031,91.5247421264648,-55.6326421101888,232028.659349372,9753570.02532787
3_illegal_logging,143.663909912109,179.712097167969,12.0160624186198,232128.659349372,9753570.02532787
1_old_growth,169.941741943359,106.448806762695,-21.164311726888,232228.659349372,9753570.02532787
1_old_growth,228.854415893555,242.185729980469,4.44377136230469,232328.659349372,9753570.02532787
1_old_growth,228.445129394531,250.470306396484,7.34172566731771,232428.659349372,9753570.02532787
1_old_growth,203.939697265625,51.1819496154785,-50.9192492167155,232528.659349372,9753570.02532787
1_old_growth,212.141189575195,97.3186492919922,-38.274180094401,232628.659349372,9753570.02532787
2_concessionary_logging,287.268280029297,109.073066711426,-59.3984044392904,232728.659349372,9753570.02532787
2_concessionary_logging,179.345840454102,197.900955200195,6.18503824869792,232828.659349372,9753570.02532787
2_concessionary_logging,157.248718261719,189.306610107422,10.6859639485677,232928.659349372,9753570.02532787
4_concessionary_plus_illegal_logging,184.115310668945,186.823822021484,0.902837117513021,233028.659349372,9753570.02532787
4_concessionary_plus_illegal_logging,200.583541870117,226.756774902344,8.72441101074219,233128.659349372,9753570.02532787
2_concessionary_logging,168.264251708984,194.30940246582,8.68171691894531,233228.659349372,9753570.02532787
2_concessionary_logging,129.25862121582,143.244201660156,4.66186014811198,217628.659349372,9753670.02532787
2_concessionary_logging,198.883895874023,212.33984375,4.48531595865885,217728.659349372,9753670.02532787
2_concessionary_logging,160.02685546875,184.915679931641,8.29627482096354,217828.659349372,9753670.02532787
2_concessionary_logging,162.842529296875,175.807556152344,4.32167561848958,217928.659349372,9753670.02532787
2_concessionary_logging,150.496719360352,165.12809753418,4.87712605794271,218028.659349372,9753670.02532787
2_concessionary_logging,150.441024780273,151.943237304688,0.500737508138021,218128.659349372,9753670.02532787
2_concessionary_logging,151.868942260742,178.139953613281,8.75700378417969,218228.659349372,9753670.02532787
2_concessionary_logging,112.667472839355,137.206329345703,8.17961883544922,218328.659349372,9753670.02532787
2_concessionary_logging,123.932052612305,126.385704040527,0.817883809407552,218428.659349372,9753670.02532787
2_concessionary_logging,147.170043945312,159.381362915039,4.07043965657552,218528.659349372,9753670.02532787
1_old_growth,143.155426025391,194.227294921875,17.0239562988281,219828.659349372,9753670.02532787
1_old_growth,196.366561889648,235.115509033203,12.9163157145182,219928.659349372,9753670.02532787
1_old_growth,194.270584106445,211.336166381836,5.68852742513021,220028.659349372,9753670.02532787
1_old_growth,159.237762451172,189.57666015625,10.1129659016927,220128.659349372,9753670.02532787
1_old_growth,181.847579956055,221.194351196289,13.1155904134115,220228.659349372,9753670.02532787
1_old_growth,144.18620300293,173.912063598633,9.90862019856771,220328.659349372,9753670.02532787
1_old_growth,183.288726806641,227.733093261719,14.8147888183594,220428.659349372,9753670.02532787
1_old_growth,93.2264709472656,133.448211669922,13.4072469075521,220528.659349372,9753670.02532787
1_old_growth,97.3231201171875,133.172103881836,11.9496612548828,220628.659349372,9753670.02532787
1_old_growth,115.707885742188,153.464416503906,12.5855102539062,220728.659349372,9753670.02532787
1_old_growth,75.1527633666992,98.0099182128906,7.61905161539714,220828.659349372,9753670.02532787
1_old_growth,131.587020874023,166.402252197266,11.6050771077474,220928.659349372,9753670.02532787
